peripheral,register,field_name,key,correct_value,svd_value,agent_value
adc1,sr,,address_offset,,0x0,
adc1,sr,,reset_value,,0x00000000,
adc1,sr,,size,32,32,
adc1,sr,awd,bit_offset,,0,
adc1,sr,awd,bit_width,,1,
adc1,sr,eoc,bit_offset,,1,
adc1,sr,eoc,bit_width,,1,
adc1,sr,jeoc,bit_offset,,2,
adc1,sr,jeoc,bit_width,,1,
adc1,sr,jstrt,bit_offset,,3,
adc1,sr,jstrt,bit_width,,1,
adc1,sr,ovr,bit_offset,,5,
adc1,sr,ovr,bit_width,,1,
adc1,sr,strt,bit_offset,,4,
adc1,sr,strt,bit_width,,1,
adc1,sr,awd1,bit_offset,,,0
adc1,sr,awd1,bit_width,,,1
adc1,sr,eoc1,bit_offset,,,1
adc1,sr,eoc1,bit_width,,,1
adc1,sr,jeoc1,bit_offset,,,2
adc1,sr,jeoc1,bit_width,,,1
adc1,sr,jstrt1,bit_offset,,,3
adc1,sr,jstrt1,bit_width,,,1
adc1,sr,ovr1,bit_offset,,,5
adc1,sr,ovr1,bit_width,,,1
adc1,sr,strt1,bit_offset,,,4
adc1,sr,strt1,bit_width,,,1
adc1,cr1,,address_offset,0x4,0x4,
adc1,cr1,,reset_value,,0x00000000,
adc1,cr1,,size,,32,
adc1,cr1,awdch,bit_offset,,0,
adc1,cr1,awdch,bit_width,,5,
adc1,cr1,awden,bit_offset,,23,
adc1,cr1,awden,bit_width,,1,
adc1,cr1,awdie,bit_offset,,6,
adc1,cr1,awdie,bit_width,,1,
adc1,cr1,awdsgl,bit_offset,,9,
adc1,cr1,awdsgl,bit_width,,1,
adc1,cr1,discen,bit_offset,,11,
adc1,cr1,discen,bit_width,,1,
adc1,cr1,discnum,bit_offset,,13,
adc1,cr1,discnum,bit_width,,3,
adc1,cr1,eocie,bit_offset,,5,
adc1,cr1,eocie,bit_width,,1,
adc1,cr1,jauto,bit_offset,,10,
adc1,cr1,jauto,bit_width,,1,
adc1,cr1,jawden,bit_offset,,22,
adc1,cr1,jawden,bit_width,,1,
adc1,cr1,jdiscen,bit_offset,,12,
adc1,cr1,jdiscen,bit_width,,1,
adc1,cr1,jeocie,bit_offset,,7,
adc1,cr1,jeocie,bit_width,,1,
adc1,cr1,ovrie,bit_offset,,26,
adc1,cr1,ovrie,bit_width,,1,
adc1,cr1,res,bit_offset,,24,
adc1,cr1,res,bit_width,,2,
adc1,cr1,scan,bit_offset,,8,
adc1,cr1,scan,bit_width,,1,
adc1,cr2,,address_offset,,0x8,
adc1,cr2,,reset_value,,0x00000000,
adc1,cr2,,size,,32,
adc1,cr2,adon,bit_offset,,0,
adc1,cr2,adon,bit_width,,1,
adc1,cr2,align,bit_offset,,11,
adc1,cr2,align,bit_width,,1,
adc1,cr2,cont,bit_offset,,1,
adc1,cr2,cont,bit_width,,1,
adc1,cr2,dds,bit_offset,,9,
adc1,cr2,dds,bit_width,,1,
adc1,cr2,dma,bit_offset,,8,
adc1,cr2,dma,bit_width,1,1,
adc1,cr2,eocs,bit_offset,,10,
adc1,cr2,eocs,bit_width,,1,
adc1,cr2,exten,bit_offset,,28,
adc1,cr2,exten,bit_width,,2,
adc1,cr2,extsel,bit_offset,,24,
adc1,cr2,extsel,bit_width,,4,
adc1,cr2,jexten,bit_offset,,20,
adc1,cr2,jexten,bit_width,,2,
adc1,cr2,jextsel,bit_offset,,16,
adc1,cr2,jextsel,bit_width,,4,
adc1,cr2,jswstart,bit_offset,,22,
adc1,cr2,jswstart,bit_width,,1,
adc1,cr2,swstart,bit_offset,,30,
adc1,cr2,swstart,bit_width,,1,
adc1,dr,,address_offset,,0x4C,
adc1,dr,,reset_value,,0x00000000,
adc1,dr,,size,,32,
adc1,dr,data,bit_offset,,0,
adc1,dr,data,bit_width,,16,
adc1,htr,,address_offset,,0x24,
adc1,htr,,reset_value,,0x00000FFF,
adc1,htr,,size,,32,
adc1,htr,ht,bit_offset,,0,
adc1,htr,ht,bit_width,,12,
adc1,jdr1,,address_offset,,0x3C,
adc1,jdr1,,reset_value,,0x00000000,
adc1,jdr1,,size,,32,
adc1,jdr1,jdata,bit_offset,,0,
adc1,jdr1,jdata,bit_width,,16,
adc1,jdr2,,address_offset,,0x40,
adc1,jdr2,,reset_value,,0x00000000,
adc1,jdr2,,size,,32,
adc1,jdr2,jdata,bit_offset,,0,
adc1,jdr2,jdata,bit_width,,16,
adc1,jdr3,,address_offset,,0x44,
adc1,jdr3,,reset_value,,0x00000000,
adc1,jdr3,,size,,32,
adc1,jdr3,jdata,bit_offset,,0,
adc1,jdr3,jdata,bit_width,,16,
adc1,jdr4,,address_offset,,0x48,
adc1,jdr4,,reset_value,,0x00000000,
adc1,jdr4,,size,,32,
adc1,jdr4,jdata,bit_offset,,0,
adc1,jdr4,jdata,bit_width,,16,
adc1,jofr1,,address_offset,,0x14,
adc1,jofr1,,reset_value,,0x00000000,
adc1,jofr1,,size,,32,
adc1,jofr1,joffset1,bit_offset,,0,
adc1,jofr1,joffset1,bit_width,,12,
adc1,jofr2,,address_offset,,0x18,
adc1,jofr2,,reset_value,,0x00000000,
adc1,jofr2,,size,,32,
adc1,jofr2,joffset2,bit_offset,,0,
adc1,jofr2,joffset2,bit_width,,12,
adc1,jofr3,,address_offset,,0x1C,
adc1,jofr3,,reset_value,,0x00000000,
adc1,jofr3,,size,,32,
adc1,jofr3,joffset3,bit_offset,,0,
adc1,jofr3,joffset3,bit_width,,12,
adc1,jofr4,,address_offset,,0x20,
adc1,jofr4,,reset_value,,0x00000000,
adc1,jofr4,,size,,32,
adc1,jofr4,joffset4,bit_offset,,0,
adc1,jofr4,joffset4,bit_width,,12,
adc1,jsqr,,address_offset,,0x38,
adc1,jsqr,,reset_value,,0x00000000,
adc1,jsqr,,size,,32,
adc1,jsqr,jl,bit_offset,,20,
adc1,jsqr,jl,bit_width,,2,
adc1,jsqr,jsq1,bit_offset,,0,
