peripheral,register,field_name,key,correct_value,svd_value,agent_value
adc,ccr,,address_offset,,0x308,
adc,ccr,,reset_value,,0x00000000,
adc,ccr,,size,,32,
adc,ccr,tsen,bit_offset,,23,23
adc,ccr,tsen,bit_width,,1,1
adc,ccr,vbaten,bit_offset,,24,24
adc,ccr,vbaten,bit_width,,1,1
adc,ccr,vrefen,bit_offset,,22,22
adc,ccr,vrefen,bit_width,,1,1
adc,cfgr1,,address_offset,0xC,0xC,
adc,cfgr1,,reset_value,,0x00000000,
adc,cfgr1,,size,,32,
adc,cfgr1,align,bit_offset,,5,
adc,cfgr1,align,bit_width,,1,
adc,cfgr1,autdly,bit_offset,,14,
adc,cfgr1,autdly,bit_width,,1,
adc,cfgr1,autoff,bit_offset,,15,
adc,cfgr1,autoff,bit_width,,1,
adc,cfgr1,awdch,bit_offset,,26,
adc,cfgr1,awdch,bit_width,,5,
adc,cfgr1,awden,bit_offset,23,23,
adc,cfgr1,awden,bit_width,,1,
adc,cfgr1,awdsgl,bit_offset,,22,
adc,cfgr1,awdsgl,bit_width,,1,
adc,cfgr1,cont,bit_offset,,13,
adc,cfgr1,cont,bit_width,,1,
adc,cfgr1,discen,bit_offset,,16,
adc,cfgr1,discen,bit_width,,1,
adc,cfgr1,dmacfg,bit_offset,,1,
adc,cfgr1,dmacfg,bit_width,,1,
adc,cfgr1,dmaen,bit_offset,,0,
adc,cfgr1,dmaen,bit_width,,1,
adc,cfgr1,exten,bit_offset,,10,
adc,cfgr1,exten,bit_width,,2,
adc,cfgr1,extsel,bit_offset,,6,
adc,cfgr1,extsel,bit_width,,3,
adc,cfgr1,ovrmod,bit_offset,,12,
adc,cfgr1,ovrmod,bit_width,,1,
adc,cfgr1,res,bit_offset,3,3,
adc,cfgr1,res,bit_width,,2,
adc,cfgr1,scandir,bit_offset,,2,
adc,cfgr1,scandir,bit_width,,1,
adc,cfgr2,,address_offset,,0x10,
adc,cfgr2,,reset_value,0x0,0x00008000,
adc,cfgr2,,size,,32,
adc,cfgr2,jitoff_d2,bit_offset,,30,
adc,cfgr2,jitoff_d2,bit_width,,1,
adc,cfgr2,jitoff_d4,bit_offset,,31,
adc,cfgr2,jitoff_d4,bit_width,,1,
adc,cfgr2,ckmode,bit_offset,,,30
adc,cfgr2,ckmode,bit_width,,,2
adc,chselr,,address_offset,,0x28,
adc,chselr,,reset_value,,0x00000000,
adc,chselr,,size,,32,
adc,chselr,chsel0,bit_offset,,0,0
adc,chselr,chsel0,bit_width,,1,1
adc,chselr,chsel1,bit_offset,,1,1
adc,chselr,chsel1,bit_width,,1,1
adc,chselr,chsel10,bit_offset,,10,10
adc,chselr,chsel10,bit_width,,1,1
adc,chselr,chsel11,bit_offset,,11,11
adc,chselr,chsel11,bit_width,,1,1
adc,chselr,chsel12,bit_offset,,12,12
adc,chselr,chsel12,bit_width,,1,1
adc,chselr,chsel13,bit_offset,,13,13
adc,chselr,chsel13,bit_width,,1,1
adc,chselr,chsel14,bit_offset,,14,14
adc,chselr,chsel14,bit_width,,1,1
adc,chselr,chsel15,bit_offset,,15,15
adc,chselr,chsel15,bit_width,,1,1
adc,chselr,chsel16,bit_offset,,16,16
adc,chselr,chsel16,bit_width,,1,1
adc,chselr,chsel17,bit_offset,,17,17
adc,chselr,chsel17,bit_width,,1,1
adc,chselr,chsel18,bit_offset,,18,18
adc,chselr,chsel18,bit_width,,1,1
adc,chselr,chsel2,bit_offset,,2,2
adc,chselr,chsel2,bit_width,,1,1
adc,chselr,chsel3,bit_offset,,3,3
adc,chselr,chsel3,bit_width,,1,1
adc,chselr,chsel4,bit_offset,,4,4
adc,chselr,chsel4,bit_width,,1,1
adc,chselr,chsel5,bit_offset,,5,5
adc,chselr,chsel5,bit_width,,1,1
adc,chselr,chsel6,bit_offset,,6,6
adc,chselr,chsel6,bit_width,,1,1
adc,chselr,chsel7,bit_offset,,7,7
adc,chselr,chsel7,bit_width,,1,1
adc,chselr,chsel8,bit_offset,,8,8
adc,chselr,chsel8,bit_width,,1,1
adc,chselr,chsel9,bit_offset,,9,9
adc,chselr,chsel9,bit_width,,1,1
adc,cr,,address_offset,,0x8,
adc,cr,,reset_value,,0x00000000,
adc,cr,,size,,32,
adc,cr,adcal,bit_offset,,31,31
adc,cr,adcal,bit_width,,1,1
adc,cr,addis,bit_offset,,1,1
adc,cr,addis,bit_width,,1,1
adc,cr,aden,bit_offset,,0,0
adc,cr,aden,bit_width,,1,1
adc,cr,adstart,bit_offset,,2,2
adc,cr,adstart,bit_width,,1,1
adc,cr,adstp,bit_offset,,4,4
adc,cr,adstp,bit_width,,1,1
adc,dr,,address_offset,,0x40,
adc,dr,,reset_value,,0x00000000,
adc,dr,,size,,32,
adc,dr,data,bit_offset,,0,0
adc,dr,data,bit_width,,16,16
adc,ier,,address_offset,,0x4,
adc,ier,,reset_value,,0x00000000,
adc,ier,,size,,32,
adc,ier,adrdyie,bit_offset,,0,0
adc,ier,adrdyie,bit_width,,1,1
adc,ier,awdie,bit_offset,,7,7
adc,ier,awdie,bit_width,,1,1
adc,ier,eocie,bit_offset,,2,2
adc,ier,eocie,bit_width,,1,1
adc,ier,eosie,bit_offset,,3,3
adc,ier,eosie,bit_width,,1,1
adc,ier,eosmpie,bit_offset,,1,1
adc,ier,eosmpie,bit_width,,1,1
adc,ier,ovrie,bit_offset,,4,4
adc,ier,ovrie,bit_width,,1,1
adc,isr,,address_offset,,0x0,
adc,isr,,reset_value,,0x00000000,
adc,isr,,size,,32,
adc,isr,adrdy,bit_offset,,0,0
adc,isr,adrdy,bit_width,,1,1
adc,isr,awd,bit_offset,,7,7
adc,isr,awd,bit_width,,1,1
adc,isr,eoc,bit_offset,,2,2
adc,isr,eoc,bit_width,,1,1
adc,isr,eos,bit_offset,,3,3
adc,isr,eos,bit_width,,1,1
adc,isr,eosmp,bit_offset,,1,1
adc,isr,eosmp,bit_width,,1,1
adc,isr,ovr,bit_offset,,4,4
adc,isr,ovr,bit_width,,1,1
adc,smpr,,address_offset,,0x14,
adc,smpr,,reset_value,,0x00000000,
adc,smpr,,size,,32,
adc,smpr,smpr,bit_offset,,0,
adc,smpr,smpr,bit_width,,3,
adc,smpr,smp[2:0],bit_offset,,,0
adc,smpr,smp[2:0],bit_width,,,3
adc,tr,,address_offset,,0x20,
adc,tr,,reset_value,0xFFF0000,0x00000FFF,
adc,tr,,size,,32,
adc,tr,ht,bit_offset,,16,16
adc,tr,ht,bit_width,,12,12
adc,tr,lt,bit_offset,,0,0
adc,tr,lt,bit_width,,12,12
can,btr,,address_offset,,0x1C,
can,btr,,reset_value,,0x00000000,
can,btr,,size,,32,
can,btr,lbkm,bit_offset,,30,30
can,btr,lbkm,bit_width,,1,1
can,btr,silm,bit_offset,,31,31
can,btr,silm,bit_width,,1,1
can,btr,brp,bit_offset,,0,
can,btr,brp,bit_width,,10,
can,btr,sjw,bit_offset,,24,
can,btr,sjw,bit_width,,2,
can,btr,ts1,bit_offset,,16,
can,btr,ts1,bit_width,,4,
can,btr,ts2,bit_offset,,20,
can,btr,ts2,bit_width,,3,
can,btr,brp[9:0],bit_offset,,,0
can,btr,brp[9:0],bit_width,,,10
can,btr,sjw[1:0],bit_offset,,,24
can,btr,sjw[1:0],bit_width,,,2
can,btr,ts1[3:0],bit_offset,,,16
can,btr,ts1[3:0],bit_width,,,4
can,btr,ts2[2:0],bit_offset,,,20
can,btr,ts2[2:0],bit_width,,,3
can,esr,,address_offset,,0x18,
can,esr,,reset_value,,0x00000000,
can,esr,,size,,32,
can,esr,boff,bit_offset,,2,2
can,esr,boff,bit_width,,1,1
can,esr,epvf,bit_offset,,1,1
can,esr,epvf,bit_width,,1,1
can,esr,ewgf,bit_offset,,0,0
can,esr,ewgf,bit_width,,1,1
can,esr,lec,bit_offset,,4,
can,esr,lec,bit_width,,3,
can,esr,rec,bit_offset,,24,
can,esr,rec,bit_width,,8,
can,esr,tec,bit_offset,,16,
can,esr,tec,bit_width,,8,
can,esr,lec[2:0],bit_offset,,,4
can,esr,lec[2:0],bit_width,,,3
can,esr,rec[7:0],bit_offset,,,24
can,esr,rec[7:0],bit_width,,,8
can,esr,tec[7:0],bit_offset,,,16
can,esr,tec[7:0],bit_width,,,8
can,f0r1,,address_offset,,0x240,
can,f0r1,,reset_value,,0x00000000,
can,f0r1,,size,,32,
can,f0r1,fb0,bit_offset,,0,
can,f0r1,fb0,bit_width,,1,
can,f0r1,fb1,bit_offset,,1,
can,f0r1,fb1,bit_width,,1,
can,f0r1,fb10,bit_offset,,10,
can,f0r1,fb10,bit_width,,1,
can,f0r1,fb11,bit_offset,,11,
can,f0r1,fb11,bit_width,,1,
can,f0r1,fb12,bit_offset,,12,
can,f0r1,fb12,bit_width,,1,
can,f0r1,fb13,bit_offset,,13,
can,f0r1,fb13,bit_width,,1,
can,f0r1,fb14,bit_offset,,14,
can,f0r1,fb14,bit_width,,1,
can,f0r1,fb15,bit_offset,,15,
can,f0r1,fb15,bit_width,,1,
can,f0r1,fb16,bit_offset,,16,
can,f0r1,fb16,bit_width,,1,
can,f0r1,fb17,bit_offset,,17,
can,f0r1,fb17,bit_width,,1,
can,f0r1,fb18,bit_offset,,18,
can,f0r1,fb18,bit_width,,1,
can,f0r1,fb19,bit_offset,,19,
can,f0r1,fb19,bit_width,,1,
can,f0r1,fb2,bit_offset,,2,
can,f0r1,fb2,bit_width,,1,
can,f0r1,fb20,bit_offset,,20,
can,f0r1,fb20,bit_width,,1,
can,f0r1,fb21,bit_offset,,21,
can,f0r1,fb21,bit_width,,1,
can,f0r1,fb22,bit_offset,,22,
can,f0r1,fb22,bit_width,,1,
can,f0r1,fb23,bit_offset,,23,
can,f0r1,fb23,bit_width,,1,
can,f0r1,fb24,bit_offset,,24,
can,f0r1,fb24,bit_width,,1,
can,f0r1,fb25,bit_offset,,25,
can,f0r1,fb25,bit_width,,1,
can,f0r1,fb26,bit_offset,,26,
can,f0r1,fb26,bit_width,,1,
can,f0r1,fb27,bit_offset,,27,
can,f0r1,fb27,bit_width,,1,
can,f0r1,fb28,bit_offset,,28,
can,f0r1,fb28,bit_width,,1,
can,f0r1,fb29,bit_offset,,29,
can,f0r1,fb29,bit_width,,1,
can,f0r1,fb3,bit_offset,,3,
can,f0r1,fb3,bit_width,,1,
can,f0r1,fb30,bit_offset,,30,
can,f0r1,fb30,bit_width,,1,
can,f0r1,fb31,bit_offset,,31,
can,f0r1,fb31,bit_width,,1,
can,f0r1,fb4,bit_offset,,4,
can,f0r1,fb4,bit_width,,1,
can,f0r1,fb5,bit_offset,,5,
can,f0r1,fb5,bit_width,,1,
can,f0r1,fb6,bit_offset,,6,
can,f0r1,fb6,bit_width,,1,
can,f0r1,fb7,bit_offset,,7,
can,f0r1,fb7,bit_width,,1,
can,f0r1,fb8,bit_offset,,8,
can,f0r1,fb8,bit_width,,1,
can,f0r1,fb9,bit_offset,,9,
can,f0r1,fb9,bit_width,,1,
can,f0r1,fb,bit_offset,,,0
can,f0r1,fb,bit_width,,,32
can,f0r2,,address_offset,,0x244,
can,f0r2,,reset_value,,0x00000000,
can,f0r2,,size,,32,
can,f0r2,fb0,bit_offset,,0,
can,f0r2,fb0,bit_width,,1,
can,f0r2,fb1,bit_offset,,1,
can,f0r2,fb1,bit_width,,1,
can,f0r2,fb10,bit_offset,,10,
can,f0r2,fb10,bit_width,,1,
can,f0r2,fb11,bit_offset,,11,
can,f0r2,fb11,bit_width,,1,
can,f0r2,fb12,bit_offset,,12,
can,f0r2,fb12,bit_width,,1,
can,f0r2,fb13,bit_offset,,13,
can,f0r2,fb13,bit_width,,1,
can,f0r2,fb14,bit_offset,,14,
can,f0r2,fb14,bit_width,,1,
can,f0r2,fb15,bit_offset,,15,
can,f0r2,fb15,bit_width,,1,
can,f0r2,fb16,bit_offset,,16,
can,f0r2,fb16,bit_width,,1,
can,f0r2,fb17,bit_offset,,17,
can,f0r2,fb17,bit_width,,1,
can,f0r2,fb18,bit_offset,,18,
can,f0r2,fb18,bit_width,,1,
can,f0r2,fb19,bit_offset,,19,
can,f0r2,fb19,bit_width,,1,
can,f0r2,fb2,bit_offset,,2,
can,f0r2,fb2,bit_width,,1,
can,f0r2,fb20,bit_offset,,20,
can,f0r2,fb20,bit_width,,1,
can,f0r2,fb21,bit_offset,,21,
can,f0r2,fb21,bit_width,,1,
can,f0r2,fb22,bit_offset,,22,
can,f0r2,fb22,bit_width,,1,
can,f0r2,fb23,bit_offset,,23,
can,f0r2,fb23,bit_width,,1,
can,f0r2,fb24,bit_offset,,24,
can,f0r2,fb24,bit_width,,1,
can,f0r2,fb25,bit_offset,,25,
can,f0r2,fb25,bit_width,,1,
can,f0r2,fb26,bit_offset,,26,
